"Statistic Label","Month","Commodity Group","UNIT","VALUE"
"Value of Imports","1972 May","Organic chemicals (51)","Euro Thousand",""
"Value of Imports","1972 May","Inorganic chemicals (52)","Euro Thousand",""
"Value of Imports","1972 May","Dyeing, tanning and colouring materials (53)","Euro Thousand","533"
"Value of Imports","1972 May","Medicinal and pharmaceutical products (54)","Euro Thousand","2175"
"Value of Imports","1972 May","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","594"
"Value of Imports","1972 May","Fertilisers, manufactured (56)","Euro Thousand","655"
"Value of Imports","1972 May","Plastics in primary forms (57)","Euro Thousand","72"
"Value of Imports","1972 May","Plastics in non-primary forms (58)","Euro Thousand","2942"
"Value of Imports","1972 May","Chemical materials and products, n.e.s. (59)","Euro Thousand","910"
"Value of Imports","1972 May","Manufactured goods classified chiefly by material (6)","Euro Thousand","21385"
"Value of Imports","1972 May","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","564"
"Value of Imports","1972 May","Rubber manufactures, n.e.s. (62)","Euro Thousand","924"
"Value of Imports","1972 May","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","722"
"Value of Imports","1972 May","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","3179"
"Value of Imports","1972 May","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","6402"
"Value of Imports","1972 May","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","1298"
"Value of Imports","1972 May","Iron and steel (67)","Euro Thousand","3174"
"Value of Imports","1972 May","Non-ferrous metals (68)","Euro Thousand","1530"
"Value of Imports","1972 May","Manufactures of metal, n.e.s. (69)","Euro Thousand","3590"
"Value of Imports","1972 May","Machinery and transport equipment (7)","Euro Thousand","27546"
"Value of Imports","1972 May","Power generating machinery and equipment (71)","Euro Thousand",""
"Value of Imports","1972 May","Machinery specialised for particular industries (72)","Euro Thousand",""
"Value of Imports","1972 May","Metalworking machinery (73)","Euro Thousand",""
"Value of Imports","1972 May","General industrial machinery and parts, n.e.s. (74)","Euro Thousand",""
"Value of Imports","1972 May","Office machines and automatic data processing equipment (75)","Euro Thousand",""
"Value of Imports","1972 May","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand",""
"Value of Imports","1972 May","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand",""
"Value of Imports","1972 May","Road vehicles (78)","Euro Thousand",""
"Value of Imports","1972 May","Other transport equipment (79)","Euro Thousand",""
"Value of Imports","1972 May","Miscellaneous manufactured articles (8)","Euro Thousand","9307"
"Value of Imports","1972 May","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","669"
"Value of Imports","1972 May","Furniture and parts thereof (82)","Euro Thousand","467"
"Value of Imports","1972 May","Travel goods, handbags and similar containers (83)","Euro Thousand","126"
"Value of Imports","1972 May","Articles of apparel and clothing accessories (84)","Euro Thousand","1972"
"Value of Imports","1972 May","Footwear (85)","Euro Thousand","519"
"Value of Imports","1972 May","Professional, scientific and controlling apparatus (87)","Euro Thousand",""
"Value of Imports","1972 May","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand",""
"Value of Imports","1972 May","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","3710"
"Value of Imports","1972 May","Commodities and transactions n.e.s. (9)","Euro Thousand","4350"
"Value of Imports","1972 May","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","68058"
"Value of Imports","1972 June","Total food and live animals (0)","Euro Thousand","10360"
"Value of Imports","1972 June","Live animals except fish etc. (00)","Euro Thousand","1439"
"Value of Imports","1972 June","Meat and meat preparations (01)","Euro Thousand","27"
"Value of Imports","1972 June","Dairy products and birds eggs (02)","Euro Thousand","104"
"Value of Imports","1972 June","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","185"
"Value of Imports","1972 June","Cereals and cereal preparations (04)","Euro Thousand","2326"
"Value of Imports","1972 June","Vegetables and fruit (05)","Euro Thousand","2298"
"Value of Imports","1972 June","Sugar, sugar preparations and honey (06)","Euro Thousand","636"
"Value of Imports","1972 June","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","1954"
"Value of Imports","1972 June","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","762"
"Value of Imports","1972 June","Miscellaneous edible products and preparations (09)","Euro Thousand","629"
"Value of Imports","1972 June","Beverages and tobacco (1)","Euro Thousand","1407"
"Value of Imports","1972 June","Beverages (11)","Euro Thousand","696"
"Value of Imports","1972 June","Tobacco and tobacco manufactures (12)","Euro Thousand","711"
"Value of Imports","1972 June","Crude materials, inedible, except fuels (2)","Euro Thousand","4315"
"Value of Imports","1972 June","Hides, skins and furskins, raw (21)","Euro Thousand","123"
"Value of Imports","1972 June","Oilseeds and oleaginous fruit (22)","Euro Thousand","164"
"Value of Imports","1972 June","Crude rubber, including synthetic and reclaimed rubber (23)","Euro Thousand","217"
"Value of Imports","1972 June","Cork and wood (24)","Euro Thousand","1600"
"Value of Imports","1972 June","Pulp and waste paper (25)","Euro Thousand","157"
"Value of Imports","1972 June","Textile fibres, excluding wool tops, and their wastes (26)","Euro Thousand","1356"
"Value of Imports","1972 June","Crude fertilisers and minerals, excluding coal, petroleum etc. (27)","Euro Thousand","414"
"Value of Imports","1972 June","Metalliferous ores and metal scrap (28)","Euro Thousand","121"
"Value of Imports","1972 June","Crude animal and vegetable materials, n.e.s. (29)","Euro Thousand","163"
"Value of Imports","1972 June","Mineral fuels, lubricants and related materials (3)","Euro Thousand","7639"
"Value of Imports","1972 June","Coal, coke and briquettes (32)","Euro Thousand","922"
"Value of Imports","1972 June","Petroleum, petroleum products and related materials (33)","Euro Thousand","6633"
"Value of Imports","1972 June","Gas, natural and manufactured (34)","Euro Thousand","84"
"Value of Imports","1972 June","Electric current (35)","Euro Thousand","0"
"Value of Imports","1972 June","Animal and vegetable oils, fats and waxes (4)","Euro Thousand","532"
"Value of Imports","1972 June","Animal oils and fats (41)","Euro Thousand","91"
"Value of Imports","1972 June","Fixed vegetable oils and fats (42)","Euro Thousand","410"
"Value of Imports","1972 June","Animal and vegetable oils and fats, processed, and waxes (43)","Euro Thousand","30"
"Value of Imports","1972 June","Chemicals and related products, n.e.s. (5)","Euro Thousand","8601"
"Value of Imports","1972 June","Organic chemicals (51)","Euro Thousand",""
"Value of Imports","1972 June","Inorganic chemicals (52)","Euro Thousand",""
"Value of Imports","1972 June","Dyeing, tanning and colouring materials (53)","Euro Thousand","639"
"Value of Imports","1972 June","Medicinal and pharmaceutical products (54)","Euro Thousand","1549"
"Value of Imports","1972 June","Essential oils, perfume materials, toilet preparations etc. (55)","Euro Thousand","546"
"Value of Imports","1972 June","Fertilisers, manufactured (56)","Euro Thousand","333"
"Value of Imports","1972 June","Plastics in primary forms (57)","Euro Thousand","66"
"Value of Imports","1972 June","Plastics in non-primary forms (58)","Euro Thousand","2870"
"Value of Imports","1972 June","Chemical materials and products, n.e.s. (59)","Euro Thousand","790"
"Value of Imports","1972 June","Manufactured goods classified chiefly by material (6)","Euro Thousand","19769"
"Value of Imports","1972 June","Leather, leather manufactures and dressed furskins (61)","Euro Thousand","532"
"Value of Imports","1972 June","Rubber manufactures, n.e.s. (62)","Euro Thousand","940"
"Value of Imports","1972 June","Cork and wood manufactures, excluding furniture (63)","Euro Thousand","536"
"Value of Imports","1972 June","Paper, paperboard and articles of paper pulp, paper etc. (64)","Euro Thousand","2679"
"Value of Imports","1972 June","Textile yarn, fabrics, made-up articles and related products (65)","Euro Thousand","6399"
"Value of Imports","1972 June","Non-metallic mineral manufactures, n.e.s. (66)","Euro Thousand","1201"
"Value of Imports","1972 June","Iron and steel (67)","Euro Thousand","3164"
"Value of Imports","1972 June","Non-ferrous metals (68)","Euro Thousand","1248"
"Value of Imports","1972 June","Manufactures of metal, n.e.s. (69)","Euro Thousand","3069"
"Value of Imports","1972 June","Machinery and transport equipment (7)","Euro Thousand","23011"
"Value of Imports","1972 June","Power generating machinery and equipment (71)","Euro Thousand",""
"Value of Imports","1972 June","Machinery specialised for particular industries (72)","Euro Thousand",""
"Value of Imports","1972 June","Metalworking machinery (73)","Euro Thousand",""
"Value of Imports","1972 June","General industrial machinery and parts, n.e.s. (74)","Euro Thousand",""
"Value of Imports","1972 June","Office machines and automatic data processing equipment (75)","Euro Thousand",""
"Value of Imports","1972 June","Telecommunications and sound recording, reproducing equipment (76)","Euro Thousand",""
"Value of Imports","1972 June","Electrical machinery, appliances etc., n.e.s. (77)","Euro Thousand",""
"Value of Imports","1972 June","Road vehicles (78)","Euro Thousand",""
"Value of Imports","1972 June","Other transport equipment (79)","Euro Thousand",""
"Value of Imports","1972 June","Miscellaneous manufactured articles (8)","Euro Thousand","7269"
"Value of Imports","1972 June","Prefab buildings; plumbing and electrical fixtures and fittings (81)","Euro Thousand","505"
"Value of Imports","1972 June","Furniture and parts thereof (82)","Euro Thousand","312"
"Value of Imports","1972 June","Travel goods, handbags and similar containers (83)","Euro Thousand","98"
"Value of Imports","1972 June","Articles of apparel and clothing accessories (84)","Euro Thousand","1373"
"Value of Imports","1972 June","Footwear (85)","Euro Thousand","371"
"Value of Imports","1972 June","Professional, scientific and controlling apparatus (87)","Euro Thousand",""
"Value of Imports","1972 June","Photographic apparatus, optical goods, watches and clocks (88)","Euro Thousand",""
"Value of Imports","1972 June","Miscellaneous manufactured articles, n.e.s. (89)","Euro Thousand","2990"
"Value of Imports","1972 June","Commodities and transactions n.e.s. (9)","Euro Thousand","4161"
"Value of Imports","1972 June","Total of chemicals, manufactured goods, machinery and transport equipment, misc articles (5,6,7,8)","Euro Thousand","58650"
"Value of Imports","1972 July","Total food and live animals (0)","Euro Thousand","8361"
"Value of Imports","1972 July","Live animals except fish etc. (00)","Euro Thousand","1661"
"Value of Imports","1972 July","Meat and meat preparations (01)","Euro Thousand","71"
"Value of Imports","1972 July","Dairy products and birds eggs (02)","Euro Thousand","25"
"Value of Imports","1972 July","Fish, crustaceans, molluscs and preparations thereof (03)","Euro Thousand","151"
"Value of Imports","1972 July","Cereals and cereal preparations (04)","Euro Thousand","2011"
"Value of Imports","1972 July","Vegetables and fruit (05)","Euro Thousand","1699"
"Value of Imports","1972 July","Sugar, sugar preparations and honey (06)","Euro Thousand","305"
"Value of Imports","1972 July","Coffee, tea, cocoa, spices and manufactures thereof (07)","Euro Thousand","1007"
"Value of Imports","1972 July","Feeding stuffs for animals, excluding unmilled cereals (08)","Euro Thousand","846"
